p_value	contig_family	contig_genus	contig_species	contig_genome	compare_family	compare_genus	compare_species	compare_genome	contig_id
-7564.291133	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Thermotogaceae	Thermotoga	Thermotoga maritima	Thermotoga_maritima_MSB8_uid57723	1000
-6429.192124	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Thermotogaceae	Thermosipho	Thermosipho africanus	Thermosipho_africanus_TCF52B_uid59095	1000
-6463.672916	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Thermotogaceae	Thermosipho	Thermosipho melanesiensis	Thermosipho_melanesiensis_BI429_uid58683	1000
-8327.734339	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	Agrobacterium_radiobacter_K84_uid58269	1000
-8062.210523	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Rhizobiaceae	Agrobacterium	Agrobacterium vitis	Agrobacterium_vitis_S4_uid58249	1000
-8439.666786	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Rhizobiaceae	Sinorhizobium	Sinorhizobium medicae	Sinorhizobium_medicae_WSM419_uid58549	1000
-8668.460301	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Rhizobiaceae	Sinorhizobium	Sinorhizobium fredii	Sinorhizobium_fredii_USDA_257_uid168059	1000
-8534.201292	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	Sinorhizobium_meliloti_SM11_uid159685	1000
-8475.485932	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Rhizobiaceae	Rhizobium	Rhizobium etli	Rhizobium_etli_CIAT_652_uid59115	1000
-8253.633361	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Rhizobiaceae	Rhizobium	Rhizobium tropici	Rhizobium_tropici_CIAT_899_uid185179	1000
-8439.629301	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	Rhizobium_leguminosarum_bv__viciae_3841_uid57955	1000
-6613.402055	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Rhizobiaceae	Candidatus Liberibacter	Candidatus Liberibacter solanacearum	Candidatus_Liberibacter_solanacearum_CLso_ZC1_uid61245	1000
-6513.531262	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Rhizobiaceae	Candidatus Liberibacter	Liberibacter crescens	bacterium_BT_1_uid184079	1000
-6671.058844	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Rhizobiaceae	Candidatus Liberibacter	Candidatus Liberibacter asiaticus	Candidatus_Liberibacter_asiaticus_psy62_uid59227	1000
-8424.330994	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Halobacteriaceae	Haloferax	Haloferax mediterranei	Haloferax_mediterranei_ATCC_33500_uid167315	1000
-8595.473364	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Halobacteriaceae	Haloferax	Haloferax volcanii	Haloferax_volcanii_DS2_uid46845	1000
-8482.156129	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Halobacteriaceae	Natronomonas	Natronomonas pharaonis	Natronomonas_pharaonis_DSM_2160_uid58435	1000
-8475.107581	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Halobacteriaceae	Natronomonas	Natronomonas moolapensis	Natronomonas_moolapensis_8_8_11_uid190182	1000
-7512.230962	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Peptococcaceae	Desulfotomaculum	Desulfotomaculum kuznetsovii	Desulfotomaculum_kuznetsovii_DSM_6115_uid67357	1000
-6692.955122	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Peptococcaceae	Desulfotomaculum	Desulfotomaculum reducens	Desulfotomaculum_reducens_MI_1_uid58277	1000
-6666.712023	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Peptococcaceae	Desulfotomaculum	Desulfotomaculum acetoxidans	Desulfotomaculum_acetoxidans_DSM_771_uid59109	1000
-7046.766038	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Peptococcaceae	Desulfotomaculum	Desulfotomaculum ruminis	Desulfotomaculum_ruminis_DSM_2154_uid67507	1000
-6891.729800	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Peptococcaceae	Desulfotomaculum	Desulfotomaculum carboxydivorans	Desulfotomaculum_carboxydivorans_CO_1_SRB_uid67317	1000
-6897.090269	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Peptococcaceae	Desulfitobacterium	Desulfitobacterium dichloroeliminans	Desulfitobacterium_dichloroeliminans_LMG_P_21439_uid82555	1000
-6924.582709	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Peptococcaceae	Desulfitobacterium	Desulfitobacterium dehalogenans	Desulfitobacterium_dehalogenans_ATCC_51507_uid82553	1000
-7064.369605	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Peptococcaceae	Desulfitobacterium	Desulfitobacterium hafniense	Desulfitobacterium_hafniense_Y51_uid58605	1000
-6741.873548	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Peptococcaceae	Desulfosporosinus	Desulfosporosinus orientis	Desulfosporosinus_orientis_DSM_765_uid82939	1000
-6722.925840	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Peptococcaceae	Desulfosporosinus	Desulfosporosinus acidiphilus	Desulfosporosinus_acidiphilus_SJ4_uid156759	1000
-6678.244678	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Peptococcaceae	Desulfosporosinus	Desulfosporosinus meridiei	Desulfosporosinus_meridiei_DSM_13257_uid75097	1000
-6503.162971	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Borrelia	Borrelia bissettii	Borrelia_bissettii_DN127_uid71231	1000
-6389.573099	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Borrelia	Borrelia duttonii	Borrelia_duttonii_Ly_uid58791	1000
-6389.462356	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Borrelia	Borrelia recurrentis	Borrelia_recurrentis_A1_uid58793	1000
-6468.923771	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Borrelia	Borrelia garinii	Borrelia_garinii_NMJW1_uid177081	1000
-6427.308372	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Borrelia	Borrelia turicatae	Borrelia_turicatae_91E135_uid58311	1000
-6490.682002	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Borrelia	Borrelia afzelii	Borrelia_afzelii_PKo_uid58653	1000
-6496.073686	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Borrelia	Borrelia burgdorferi	Borrelia_burgdorferi_ZS7_uid59429	1000
-6388.355752	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Borrelia	Borrelia crocidurae	Borrelia_crocidurae_Achema_uid162335	1000
-6449.008902	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Borrelia	Borrelia hermsii	Borrelia_hermsii_DAH_uid59225	1000
-7310.235493	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Treponema	Treponema azotonutricium	Treponema_azotonutricium_ZAS_9_uid67365	1000
-7646.330670	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Treponema	Treponema brennaborense	Treponema_brennaborense_DSM_12168_uid66607	1000
-7029.857944	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Treponema	Treponema succinifaciens	Treponema_succinifaciens_DSM_2489_uid65781	1000
-7523.008318	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Treponema	Treponema paraluiscuniculi	Treponema_paraluiscuniculi_Cuniculi_A_uid68447	1000
-6842.173597	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Treponema	Treponema denticola	Treponema_denticola_ATCC_35405_uid57583	1000
-7284.714221	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Treponema	Treponema primitia	Treponema_primitia_ZAS_2_uid67367	1000
-7525.997362	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Treponema	Treponema pallidum	Treponema_pallidum_SS14_uid58977	1000
-8361.074832	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Spirochaeta	Spirochaeta thermophila	Spirochaeta_thermophila_DSM_6578_uid162041	1000
-8009.086675	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Spirochaeta	Spirochaeta africana	Spirochaeta_africana_DSM_8902_uid81779	1000
-6967.594719	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Spirochaeta	Spirochaeta caldaria	Spirochaeta_caldaria_DSM_7334_uid68753	1000
-7389.659951	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Spirochaeta	Spirochaeta smaragdinae	Spirochaeta_smaragdinae_DSM_11293_uid51369	1000
-7331.574375	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta pleomorpha	Sphaerochaeta_pleomorpha_Grapes_uid82365	1000
-7489.364495	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta globus	Spirochaeta_Buddy_uid63633	1000
-7594.061618	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta coccoides	Spirochaeta_coccoides_DSM_17374_uid66331	1000
-7762.635973	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Klebsiella	Klebsiella variicola	Klebsiella_variicola_At_22_uid42113	1000
-7636.444973	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	Klebsiella_oxytoca_KCTC_1686_uid83159	1000
-7743.753111	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	Klebsiella_pneumoniae_NTUH_K2044_uid59073	1000
-7622.688663	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Dickeya	Dickeya dadantii	Dickeya_dadantii_Ech703_uid59363	1000
-7537.063062	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Dickeya	Dickeya zeae	Dickeya_zeae_Ech1591_uid59297	1000
-7369.157769	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Shigella	Shigella flexneri	Shigella_flexneri_5_8401_uid58583	1000
-7369.412817	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Shigella	Shigella sonnei	Shigella_sonnei_Ss046_uid58217	1000
-7436.227704	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Shigella	Shigella dysenteriae	Shigella_dysenteriae_Sd197_uid58213	1000
-7403.655097	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Shigella	Shigella boydii	Shigella_boydii_Sb227_uid58215	1000
-7546.646164	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Citrobacter	Citrobacter rodentium	Citrobacter_rodentium_ICC168_uid43089	1000
-7549.309776	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Citrobacter	Citrobacter koseri	Citrobacter_koseri_ATCC_BAA_895_uid58143	1000
-6808.938087	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Xenorhabdus	Xenorhabdus nematophila	Xenorhabdus_nematophila_ATCC_19061_uid49133	1000
-6898.894653	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Xenorhabdus	Xenorhabdus bovienii	Xenorhabdus_bovienii_SS_2004_uid46345	1000
-7618.489046	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Escherichia	Escherichia blattae	Escherichia_blattae_DSM_4481_uid165043	1000
-7222.685172	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Escherichia	Escherichia fergusonii	Escherichia_fergusonii_ATCC_35469_uid59375	1000
-7279.036284	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Escherichia	Escherichia coli	Escherichia_coli_Xuzhou21_uid163995	1000
-7718.396357	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Cronobacter	Cronobacter sakazakii	Cronobacter_sakazakii_Sp291_uid189241	1000
-7757.138472	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Cronobacter	Cronobacter turicensis	Cronobacter_turicensis_z3032_uid40821	1000
-6521.310673	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Candidatus Blochmannia	Candidatus Blochmannia vafer	Candidatus_Blochmannia_vafer_BVAF_uid62083	1000
-6504.287824	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Candidatus Blochmannia	Candidatus Blochmannia pennsylvanicus	Candidatus_Blochmannia_pennsylvanicus_BPEN_uid58329	1000
-6502.491468	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Candidatus Blochmannia	Candidatus Blochmannia chromaiodes	Candidatus_Blochmannia_chromaiodes_640_uid185308	1000
-7682.753372	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Pantoea	Pantoea vagans	Pantoea_vagans_C9_1_uid49871	1000
-7493.648166	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Pantoea	Pantoea ananatis	Pantoea_ananatis_uid86861	1000
-7565.126398	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Enterobacter	Enterobacter asburiae	Enterobacter_asburiae_LF7a_uid72793	1000
-7520.006530	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Enterobacter	Enterobacter aerogenes	Enterobacter_aerogenes_KCTC_2190_uid68103	1000
-7702.998529	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	Enterobacter_cloacae_SCF1_uid59969	1000
-6975.427512	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Yersinia	Yersinia pseudotuberculosis	Yersinia_pseudotuberculosis_YPIII_uid59151	1000
-6953.675652	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Yersinia	Yersinia enterocolitica	Yersinia_enterocolitica_palearctica_Y11_uid162069	1000
-6996.342318	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Yersinia	Yersinia pestis	Yersinia_pestis_Z176003_uid47317	1000
-7706.767578	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Edwardsiella	Edwardsiella ictaluri	Edwardsiella_ictaluri_93_146_uid59403	1000
-7834.417187	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Edwardsiella	Edwardsiella tarda	Edwardsiella_tarda_FL6_60_uid159657	1000
-7311.747208	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Salmonella	Salmonella bongori	Salmonella_bongori_NCTC_12419_uid70155	1000
-7454.186343	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Erwinia	Erwinia tasmaniensis	Erwinia_tasmaniensis_Et1_99_uid59029	1000
-7440.587932	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Erwinia	Erwinia pyrifoliae	Erwinia_pyrifoliae_Ep1_96_uid40659	1000
-7426.953025	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Erwinia	Erwinia amylovora	Erwinia_amylovora_CFBP1430_uid46839	1000
-7640.349348	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Erwinia	Erwinia billingiae	Erwinia_billingiae_Eb661_uid50547	1000
-6438.501049	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Serratia	Serratia symbiotica	Serratia_symbiotica__Cinara_cedri__uid82363	1000
-7907.916493	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Serratia	Serratia marcescens	Serratia_marcescens_WW4_uid188478	1000
-7588.760185	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Serratia	Serratia proteamaculans	Serratia_proteamaculans_568_uid58725	1000
-7663.725658	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Serratia	Serratia plymuthica	Serratia_plymuthica_AS9_uid67313	1000
-7320.094099	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Pectobacterium	Pectobacterium atrosepticum	Pectobacterium_atrosepticum_SCRI1043_uid57957	1000
-7449.026971	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Pectobacterium	Pectobacterium carotovorum	Pectobacterium_carotovorum_PCC21_uid174335	1000
-7269.183433	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Enterobacteriaceae	Pectobacterium	Pectobacterium wasabiae	Pectobacterium_wasabiae_WPP163_uid41297	1000
-6699.521929	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	Haemophilus_parainfluenzae_T3T1_uid72801	1000
-6701.964335	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Pasteurellaceae	Haemophilus	Haemophilus parasuis	Haemophilus_parasuis_SH0165_uid59273	1000
-6661.101218	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Pasteurellaceae	Haemophilus	Haemophilus influenzae	Haemophilus_influenzae_Rd_KW20_uid57771	1000
