p_value	contig_family	contig_genus	contig_species	contig_genome	compare_family	compare_genus	compare_species	compare_genome	contig_id
-47480.583472	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	Capnocytophaga_ochracea_DSM_7271_uid59197	1001
-44979.689281	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	1002
-44988.252380	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	1002
-45093.459534	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	1002
-45833.921052	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	1002
-45671.236604	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	1002
-46604.513880	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	Capnocytophaga_canimorsus_Cc5_uid70727	1002
-46920.556703	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	Capnocytophaga_ochracea_DSM_7271_uid59197	1002
-45576.204793	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	1003
-45531.716345	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	1003
-45601.003706	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	1003
-46275.822430	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	1003
-46191.466358	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	1003
-47032.349924	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	Capnocytophaga_canimorsus_Cc5_uid70727	1003
-47307.729671	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	Capnocytophaga_ochracea_DSM_7271_uid59197	1003
-44633.857934	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	1004
-44513.237380	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	1004
-44730.234476	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	1004
-45507.067447	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	1004
-45385.655536	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	1004
-46322.900102	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	Capnocytophaga_canimorsus_Cc5_uid70727	1004
-46811.113998	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	Capnocytophaga_ochracea_DSM_7271_uid59197	1004
-45512.139001	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	1005
-45463.682992	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	1005
-45567.069802	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	1005
-46329.648419	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	1005
-46215.981844	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	1005
-47112.548798	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	Capnocytophaga_canimorsus_Cc5_uid70727	1005
-47336.209074	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	Capnocytophaga_ochracea_DSM_7271_uid59197	1005
-46420.125738	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	1006
-46492.349449	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	1006
-46390.790246	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	1006
-46773.131035	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	1006
-46806.870005	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	1006
-47407.100303	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	Capnocytophaga_canimorsus_Cc5_uid70727	1006
-47599.179281	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	Capnocytophaga_ochracea_DSM_7271_uid59197	1006
-45880.080801	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	1007
-45924.618365	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	1007
-45896.129458	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	1007
-46423.614965	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	1007
-46412.948517	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	1007
-47096.941497	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	Capnocytophaga_canimorsus_Cc5_uid70727	1007
-47422.206856	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	Capnocytophaga_ochracea_DSM_7271_uid59197	1007
-46683.662907	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	1008
-46760.896789	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	1008
-46603.374023	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	1008
-46746.153711	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	1008
-46848.490761	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	1008
-47372.988898	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	Capnocytophaga_canimorsus_Cc5_uid70727	1008
-47500.587776	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	Capnocytophaga_ochracea_DSM_7271_uid59197	1008
-47659.174233	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	1009
-47865.517316	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	1009
-47492.173971	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	1009
-47078.630340	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	1009
-47311.717015	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	1009
-47512.462137	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	Capnocytophaga_canimorsus_Cc5_uid70727	1009
-47708.021164	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	Capnocytophaga_ochracea_DSM_7271_uid59197	1009
-47179.517893	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	1010
-47321.867838	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	1010
-47034.586831	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	1010
-46682.053292	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	1010
-46969.805650	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	1010
-47007.572213	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	Capnocytophaga_canimorsus_Cc5_uid70727	1010
-47293.949982	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	Capnocytophaga_ochracea_DSM_7271_uid59197	1010
-47280.197078	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	1011
-47420.668753	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	1011
-47141.760873	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	1011
-46793.328554	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	1011
-47006.947124	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	1011
-47243.793527	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	Capnocytophaga_canimorsus_Cc5_uid70727	1011
-47436.029456	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	Capnocytophaga_ochracea_DSM_7271_uid59197	1011
-47549.182199	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	1012
-47756.083899	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	1012
-47402.352566	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	1012
-47040.639855	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	1012
-47355.693851	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	1012
-47430.112544	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	Capnocytophaga_canimorsus_Cc5_uid70727	1012
-47676.242321	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	Capnocytophaga_ochracea_DSM_7271_uid59197	1012
-47327.349492	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	1013
-47550.369467	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	1013
-47206.679545	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	1013
-46815.246667	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	1013
-47022.432969	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	1013
-47216.833472	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	Capnocytophaga_canimorsus_Cc5_uid70727	1013
-47444.413695	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	Capnocytophaga_ochracea_DSM_7271_uid59197	1013
-47023.180766	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	1014
-47181.168871	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	1014
-46944.072599	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	1014
-46840.835735	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	1014
-46606.584654	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	1014
-47380.818228	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	Capnocytophaga_canimorsus_Cc5_uid70727	1014
-47549.752062	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	Capnocytophaga_ochracea_DSM_7271_uid59197	1014
-47155.577213	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	1015
-47323.346683	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	1015
-47056.404767	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	1015
-46847.562161	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	1015
-46575.139366	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	1015
-47428.524987	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Flavobacteriaceae	Capnocytophaga	Capnocytophaga canimorsus	Capnocytophaga_canimorsus_Cc5_uid70727	1015
-47527.476577	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	Capnocytophaga_ochracea_DSM_7271_uid59197	1015
-47452.753015	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia_canis_Jake_uid58071	1016
-47677.960903	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium	Ehrlichia_ruminantium_Welgevonden_uid58243	1016
-47373.173437	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia_chaffeensis_Arkansas_uid57933	1016
-47234.658133	Flavobacteriaceae	Cellulophaga	Cellulophaga lytica	Cellulophaga_lytica_DSM_7489_uid63401	Flavobacteriaceae	Cellulophaga	Cellulophaga algicola	Cellulophaga_algicola_DSM_14237_uid62159	1016
